ID,Airplane Tail,Software Crate Number,Software Part Number,Features,Episode Start Date
949,NAEDAI,6KO4J-MP0DL-28LYQ,ROAXN-ATO2F-HUS9E,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-07-16T02:21:27
950,NAEDAI,6KO4J-MP0DL-28LYQ,ROAXN-ATO2F-HUS9E,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-07-16T03:24:31
951,NAEDAI,OMIV3-EYO9K-9GIOS,1BL7K-1X739-GK1J4,['F5'],2022-07-16T12:23:13
952,NAEDAI,UUA81-UGVLW-GUC1G,1BL7K-1X739-GK1J4,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-17T01:04:53
953,NKWWBH,6KO4J-MP0DL-28LYQ,ROAXN-ATO2F-HUS9E,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-07-17T06:41:47
954,NGSMYE,MTRCS-IW6IK-7OX7V,UU8WE-RCPZM-WFDDZ,['E3'],2022-07-18T00:52:58
955,NALIMR,WE1TT-XOHSG-77PG5,DANN6-T9PXG-9RNU9,['F5'],2022-07-19T23:53:24
956,NALIMR,6KO4J-MP0DL-28LYQ,ROAXN-ATO2F-HUS9E,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-19T23:53:26
957,NALIMR,8I8P5-26BRR-FCQT1,1O7E8-GE2NF-V8Z8K,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-19T23:53:42
958,NALIMR,T1NXK-9UGIW-7GILV,9HYYM-R8I99-WSD51,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-07-19T23:53:49
959,NAEDAI,YTIMD-5X556-XSPIZ,ED9UR-E5LS0-XMQSE,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-07-23T01:10:05
960,NAEDAI,GKZ4L-FT58D-1FJ3I,WE3RR-3WRNT-ATMA6,['F5'],2022-07-23T01:40:24
961,NAEDAI,B8P90-UQ7UA-JL49Y,WE3RR-3WRNT-ATMA6,['F5'],2022-07-23T03:48:57
962,NAEDAI,2V8FQ-8MP5D-T3OTT,1BL7K-1X739-GK1J4,['F5'],2022-07-30T01:30:23
963,NAEDAI,B98E8-F2KAP-RYIV7,OXO55-QFUC1-KPXSG,['F5'],2022-07-30T01:30:24
964,NAEDAI,4NESX-SFXPC-2E0X7,SDCGQ-1F6KL-96VKP,['F5'],2022-07-30T01:30:25
965,NAEDAI,41QYH-P6734-KZG00,Q1NDN-2X7NQ-70LZQ,['F5'],2022-07-30T01:30:26
966,NAEDAI,XVH9H-J3QO2-TB0I4,8Q1RM-HS786-5KWN7,['F5'],2022-07-30T01:30:26
967,NAEDAI,UQ1SP-M46RL-EAE4A,OXO55-QFUC1-KPXSG,['F5'],2022-07-30T01:30:29
968,NAEDAI,DNCJS-53RWS-09W3L,1BL7K-1X739-GK1J4,['F5'],2022-07-30T01:30:29
969,NAEDAI,4L0NL-HL2LB-7URKO,SDCGQ-1F6KL-96VKP,['F5'],2022-07-30T01:30:30
970,NAEDAI,2YRKZ-CJY53-MRY02,8Q1RM-HS786-5KWN7,['F5'],2022-07-30T01:30:31
971,NAEDAI,0AHJP-8TWNU-XSG4H,Q1NDN-2X7NQ-70LZQ,['F5'],2022-07-30T01:30:32
972,NITVNY,M3D2X-S20MJ-ZF06T,HOBUE-UYRXN-CB6GR,['E3'],2022-08-04T14:41:29
973,NVPJQW,J6QG7-JIDXH-J4WMR,HOBUE-UYRXN-CB6GR,['F5'],2022-08-04T14:41:29
974,NVPJQW,WBM2X-I5CR5-GR6ZX,HOBUE-UYRXN-CB6GR,['E3'],2022-08-04T14:41:29
975,NITVNY,WANPK-SCUX6-B6HMF,HOBUE-UYRXN-CB6GR,['F5'],2022-08-04T14:41:29
976,NAEDAI,MI515-HLBT8-XXGFG,YI5QY-0ZJ9U-SLPKE,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-08-08T06:17:32
977,NAEDAI,MI515-HLBT8-XXGFG,YI5QY-0ZJ9U-SLPKE,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-08-08T06:30:00
978,NAEDAI,LQ3IL-B77T7-YQH19,7483C-7ODSE-NZQVY,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-08-08T09:48:52
979,NAEDAI,BE100-R0PHP-0O3DH,7SOH7-BFFWM-4MCT7,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-08-08T09:48:53
980,NAEDAI,LQ3IL-B77T7-YQH19,7483C-7ODSE-NZQVY,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-08-08T10:42:47
981,NAEDAI,VTG60-ZG69B-6BQC6,VO3P3-V6A79-6DBLZ,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-08-08T10:43:21
982,NALIMR,I162E-YBFWR-ZC9PG,JMP7N-RZQON-4AIAP,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-08-10T14:54:01
983,NALIMR,I162E-YBFWR-ZC9PG,JMP7N-RZQON-4AIAP,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-08-10T16:33:17
984,NGSMYE,Y0RQH-1I2LK-BE7Z3,AEAWW-PFMP3-ID5J3,['E3'],2022-08-14T13:40:17
985,NGSMYE,GVP7M-994RY-0DWZ3,UU8WE-RCPZM-WFDDZ,['F5'],2022-08-14T14:15:48
986,NHBVOI,GCYAJ-NQKFO-YX04Z,RL8Y9-WFCE2-6DKCZ,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-08-15T09:47:22
987,NHBVOI,MPRTM-2TDJA-B9TL3,KH7TZ-7V716-PZL1R,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-08-15T09:47:43
988,NHBVOI,R0TIX-WWISB-M7GTE,ZKYZY-GQ4BY-Q50NC,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1', 'E1']",2022-08-16T09:16:07
989,NVPJQW,VM0S2-GO30O-PLH97,O13X4-LUJI5-TIA5X,['E3'],2022-08-16T19:27:12
990,NITVNY,WAF9X-S9DWA-4NNXM,O13X4-LUJI5-TIA5X,['E3'],2022-08-16T19:27:12
991,NHVOTR,TQQ6A-EYLAA-LLME2,Y0MPQ-AC9GG-LN6UD,['E3'],2022-08-18T00:02:08
992,NHVOTR,N8B0V-HOME9-2F3E5,TLMLI-G47JY-44GH3,['E3'],2022-08-18T00:02:42
993,NHVOTR,GFP1P-6ARBI-FD8O1,EUUBP-UCCS4-I8BP5,['E3'],2022-08-18T00:02:58
994,NHVOTR,NNUU7-BCW5D-MTR1G,KSAM6-YUSBG-41HPM,['E3'],2022-08-18T00:03:14
995,NHVOTR,G5SV2-8KVTD-KDNAT,MREAN-Y5ELS-QZDS5,['E3'],2022-08-18T00:03:32
996,NHVOTR,HND5U-GRTZT-Q8YMH,TY2PN-STTEY-4HD1R,['E3'],2022-08-18T00:03:48
997,NHVOTR,PVAFN-D8JGN-1YO4W,0OEXQ-6U58G-H3QAF,['E3'],2022-08-18T00:04:02
998,NHVOTR,D07E9-JJB3F-0BC6I,KU9YX-82TAK-MQ3IN,['E3'],2022-08-18T00:05:06
999,NHVOTR,2MK2J-XQ1YS-ALFBY,5EU88-HEKRV-PVX9B,['E3'],2022-08-18T00:05:43
1000,NVPJQW,Y713M-YQ4AR-V9UVR,HOBUE-UYRXN-CB6GR,['F5'],2022-08-20T01:16:00
1001,NITVNY,TB71Y-W1LOE-X50G0,HOBUE-UYRXN-CB6GR,['F5'],2022-08-20T01:16:00
1002,NVPJQW,395PB-R68JT-CWE6J,O13X4-LUJI5-TIA5X,['F5'],2022-08-20T01:16:25
1003,NITVNY,TV9BE-LNHSN-7BVIC,O13X4-LUJI5-TIA5X,['F5'],2022-08-20T01:16:25
1004,NITVNY,2MRD6-ZYU71-7SXN3,1J8K0-HLKBD-DPICU,['E3'],2022-08-20T03:17:23
1005,NVPJQW,ZYM59-6L1P0-2TFLJ,1J8K0-HLKBD-DPICU,['E3'],2022-08-20T03:17:23
1006,NITVNY,42YLU-44YCB-OLI1K,BXMBW-VOHRC-LJIXB,['E3'],2022-08-20T03:17:35
1007,NVPJQW,S1T19-3PF2Q-AW6IR,BXMBW-VOHRC-LJIXB,['E3'],2022-08-20T03:17:35
1008,NHVOTR,266K3-8GPDN-0G8Q7,1O7E8-GE2NF-V8Z8K,['E3'],2022-08-23T23:10:58
1009,NHVOTR,0MVPQ-HAG8T-DO2VJ,9HYYM-R8I99-WSD51,['E3'],2022-08-23T23:11:07
1010,NHVOTR,MIV6W-CNI6R-H45YF,ROAXN-ATO2F-HUS9E,['E3'],2022-08-23T23:11:18
1011,NAEDAI,TKAZ4-28HJO-Z5SKA,0VPU6-EE0TW-FHML4,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-08-27T06:35:02
1012,NAEDAI,MI515-HLBT8-XXGFG,YI5QY-0ZJ9U-SLPKE,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-08-31T20:46:27
1013,NKGHXN,63FD3-NNMRR-PRZKH,O13X4-LUJI5-TIA5X,['E3'],2022-09-01T19:13:32
1014,NAEDAI,KI1B5-RWKXX-DE6AX,RZAYI-MYBQY-6O2AK,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-09-04T06:29:01
1015,NAEDAI,KI1B5-RWKXX-DE6AX,RZAYI-MYBQY-6O2AK,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-09-04T07:23:05
1016,NHVOTR,C6QG3-GML7N-MGZZL,NKL55-EK0DK-UYHTS,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-09-05T09:02:05
1017,NAEDAI,YTIMD-5X556-XSPIZ,ED9UR-E5LS0-XMQSE,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-09-06T07:26:11
1018,NAEDAI,YTIMD-5X556-XSPIZ,ED9UR-E5LS0-XMQSE,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-09-06T07:57:48
1019,NALIMR,5UVHN-VXZZZ-4YIB0,KWO6J-SMIDW-PZKV9,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'F1', 'S1', 'F1', 'F1', 'F1', 'F2', 'E1', 'F4', 'E1']",2022-09-07T06:31:27
1020,NALIMR,D5PG7-YZ6WS-LV4O5,EBN95-L4H4Y-2AZRQ,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-09-07T06:32:42
1021,NALIMR,D2M2W-SF1RM-JSC3Y,S2ZFW-7YROO-AI0J4,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1', 'F4', 'E1']",2022-09-07T06:33:23
1022,NALIMR,5UVHN-VXZZZ-4YIB0,VM0J8-W1HRH-KBWDF,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1', 'S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1', 'F4', 'E1']",2022-09-07T06:36:56
1023,NALIMR,0X70I-3984R-DI7HP,5EU88-HEKRV-PVX9B,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-09-07T06:37:01
1024,NALIMR,5UVHN-VXZZZ-4YIB0,VM0J8-W1HRH-KBWDF,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1', 'F4', 'E1', 'F4', 'E1', 'F4', 'E1']",2022-09-07T14:58:04
1025,NALIMR,D2M2W-SF1RM-JSC3Y,S2ZFW-7YROO-AI0J4,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-09-07T14:58:14
1026,NVPJQW,NRYNO-FN3CC-D25FQ,58AT5-H1OGL-LUEP6,['E3'],2022-09-13T14:13:35
1027,NITVNY,YSY0D-65DXZ-YE2R5,58AT5-H1OGL-LUEP6,['E3'],2022-09-13T14:13:35
1028,NBKGAZ,VIKNI-KCH48-4R68A,NCBFE-OSAW6-ONXIL,['E3'],2022-09-22T20:00:55
1029,NBKGAZ,VL0Q0-EPDXF-2IPTE,MD1YZ-AF04L-JJ5R0,['F5'],2022-09-22T21:14:07
1030,NBKGAZ,G8WA9-1D5QZ-RUKAZ,MD1YZ-AF04L-JJ5R0,['E3'],2022-09-22T21:14:07
1031,NBKGAZ,LP1T6-248OI-38JGQ,1G7VQ-5SGXO-AA88H,['E3'],2022-09-22T21:14:47
1032,NBKGAZ,NS1H4-ZMGSY-BHOTG,9XX4I-8A5IB-66SER,['E3'],2022-09-22T21:14:57
1033,NBKGAZ,KTN13-KY6OI-GFCVX,OA3YZ-4Q0YK-FOW31,['E3'],2022-09-22T21:15:24
1034,NBKGAZ,K1AOM-OKNZH-59YIP,K7PUG-TKWDG-TTS7P,['E3'],2022-09-22T21:18:09
1035,NBKGAZ,YEWZ9-SCCQL-8TTH7,G8MGN-GM7J5-6QPTH,['E3'],2022-09-22T21:32:49
1036,NBKGAZ,MSJDS-7A582-MSMPO,ARAGH-5JYDJ-QX7Y3,['E3'],2022-09-22T21:42:51
1037,NBKGAZ,OBV82-2DEZX-OGI0F,ARAGH-5JYDJ-QX7Y3,['F5'],2022-09-22T21:42:51
1038,NBKGAZ,JKOIK-YFNT3-LW1RO,P8XDE-LSG6A-TJH01,['E3'],2022-09-22T21:42:56
1039,NBKGAZ,TTUFA-EMCDE-TE5FV,4V0FM-84OAL-RETOE,['E3'],2022-09-22T21:43:20
1040,NBKGAZ,LPNZJ-V5RYL-TVRHZ,G8MGN-GM7J5-6QPTH,['F5'],2022-09-22T21:43:38
1041,NBKGAZ,AHQFN-1EW8N-4QI1T,G8MGN-GM7J5-6QPTH,['E3'],2022-09-22T21:43:39
1042,NBKGAZ,0BFNR-XKIF0-WADE2,VYBZ5-W970Q-A6P7K,['E3'],2022-09-22T21:43:47
1043,NBKGAZ,OGH1K-5R1QA-9Y004,NCBFE-OSAW6-ONXIL,['E3'],2022-09-29T18:35:15
1044,NBKGAZ,X720C-72JAE-SOYQS,O8P0U-QSA1H-SEK78,['E3'],2022-09-29T19:29:39
1045,NBKGAZ,GXYLW-BQWJY-2KO8P,O8P0U-QSA1H-SEK78,['F5'],2022-09-29T20:06:44
1046,NBKGAZ,QGLZ8-H7HNV-45D9W,9XX4I-8A5IB-66SER,['F5'],2022-09-29T22:08:35
1047,NBKGAZ,RGY7H-882AN-L8N71,9XX4I-8A5IB-66SER,"['S1', 'F2', 'E1']",2022-09-29T22:11:01
1048,NBKGAZ,MJRH6-IERRX-6MML8,9XX4I-8A5IB-66SER,['F5'],2022-09-29T23:08:49
1049,NBKGAZ,SL06C-K7IEK-SD9J9,O8P0U-QSA1H-SEK78,['E3'],2022-09-29T23:12:39
1050,NBKGAZ,A4TRM-MPSQD-KAS4Z,O8P0U-QSA1H-SEK78,['F5'],2022-09-29T23:13:14
1051,NBKGAZ,9K8G4-X8ZYI-9ZJS1,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-09-29T23:16:52
1052,NBKGAZ,ONEQC-GSK9Z-UXL0S,O8P0U-QSA1H-SEK78,['F5'],2022-09-29T23:40:00
1053,NBKGAZ,9K8G4-X8ZYI-9ZJS1,O8P0U-QSA1H-SEK78,"['S1', 'F2', 'E1']",2022-09-29T23:44:04
1054,NBKGAZ,0PPI0-3313D-ZNR6Y,NCBFE-OSAW6-ONXIL,['E3'],2022-09-30T20:36:25
1055,NZNWQK,0NUKZ-ZZLSD-5HR5R,8B3VF-KCKWL-AZK1X,['F5'],2022-09-30T22:59:02
1056,NZNWQK,E7BPH-M59TD-2EA71,58AT5-H1OGL-LUEP6,['F5'],2022-09-30T23:05:35
1057,NZNWQK,RLRFN-A6Y1N-O46TW,O13X4-LUJI5-TIA5X,['F5'],2022-09-30T23:05:35
1058,NZNWQK,WLK1U-60UYT-CFN8Z,JUY5D-9KZJV-I48ED,['F5'],2022-09-30T23:09:51
1059,NKGHXN,L0W46-2S49H-V3H0O,58AT5-H1OGL-LUEP6,['E3'],2022-10-01T00:25:09
1060,NKGHXN,O78KT-5P9WI-XMBZO,58AT5-H1OGL-LUEP6,['F5'],2022-10-01T00:38:49
1061,NKGHXN,F8GMA-TISH4-S0KU6,58AT5-H1OGL-LUEP6,['E3'],2022-10-01T00:40:10
1062,NBKGAZ,ZBJW1-MHIQF-WUZQV,NCBFE-OSAW6-ONXIL,['E3'],2022-10-01T16:34:24
1063,NWLHMT,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T17:22:01
1064,NWUEEA,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T17:22:03
1065,NEHTFG,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T17:23:55
1066,NFPWOK,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T17:32:49
1067,NULOTN,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T17:33:24
1068,NWKQLM,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-02T17:49:25
1069,NIJHTC,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T17:57:59
1070,NCFXUR,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-02T18:06:00
1071,NXTHOW,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-02T18:07:39
1072,NTCJJH,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T18:31:15
1073,NDWOVW,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-02T19:01:43
1074,NSLXPO,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T19:02:08
1075,NTZPMR,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T19:02:38
1076,NXIBKV,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-10-02T19:41:26
1077,NMCUZQ,EHJCI-FSYJZ-A755Y,GH8AN-6B1SE-QV1S0,['F5'],2022-10-02T19:44:09
1078,NMCUZQ,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-02T19:44:15
1079,NIJHTC,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-02T20:47:03
1080,NWKQLM,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-02T21:39:33
1081,NDLDYG,5I566-290MR-ZET53,GH8AN-6B1SE-QV1S0,['F5'],2022-10-02T21:41:37
1082,NDLDYG,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-02T21:41:38
1083,NOULDM,6CCUY-222H8-CRPVC,GH8AN-6B1SE-QV1S0,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-02T23:20:15
1084,NCFXUR,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-03T00:34:00
1085,NIJHTC,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-03T03:30:34
1086,NALIMR,JP3XZ-UZQGQ-HF9KK,JMP7N-RZQON-4AIAP,['F5'],2022-10-03T06:33:18
1087,NALIMR,9G2N4-MRX72-LXDSZ,PAATC-HO6VE-H1M2C,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-10-03T06:35:24
1088,NALIMR,9G2N4-MRX72-LXDSZ,PAATC-HO6VE-H1M2C,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-03T06:36:00
1089,NTZPMR,6CCUY-222H8-CRPVC,PAV0E-UFUV5-L97RJ,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-03T12:25:07
1090,NALIMR,9G2N4-MRX72-LXDSZ,PAATC-HO6VE-H1M2C,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-10-03T15:03:55
1091,NITVNY,JQQZI-FXBNN-UBRD0,R5FBS-GPJ8I-DSHJH,['F5'],2022-10-03T20:24:11
1092,NVPJQW,KYIH9-EIZQ5-B2SVY,R5FBS-GPJ8I-DSHJH,['F5'],2022-10-03T20:24:11
1093,NITVNY,7JQZX-DSFDS-B9VM7,VQIW3-4II0X-5W6TB,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-05T13:50:43
1094,NVPJQW,7JQZX-DSFDS-B9VM7,VQIW3-4II0X-5W6TB,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-05T13:50:43
1095,NBKGAZ,WV0I6-N12D1-QCPV9,2FZOW-G5LNO-PA8TI,"['S1', 'F2', 'E1']",2022-10-06T15:51:51
1096,NBKGAZ,BBLTU-1NDC5-YG0KB,9XX4I-8A5IB-66SER,['F5'],2022-10-06T16:06:28
1097,NBKGAZ,RGY7H-882AN-L8N71,9XX4I-8A5IB-66SER,"['S1', 'F2', 'E1']",2022-10-06T16:08:52
1098,NBKGAZ,AAKCE-IN0RJ-HX7EA,9ZFV6-96GFW-9G4Q8,['F5'],2022-10-06T16:11:00
1099,NBKGAZ,IUYZN-GO92Y-GTVR0,9ZFV6-96GFW-9G4Q8,['E3'],2022-10-06T16:11:50
1100,NBKGAZ,8X2U7-QVRV9-A6NXL,9ZFV6-96GFW-9G4Q8,['F5'],2022-10-06T16:12:13
1101,NBKGAZ,94F4N-O1IG9-OIY5D,9ZFV6-96GFW-9G4Q8,['E3'],2022-10-06T17:46:21
1102,NBKGAZ,JC7KA-PH72B-ZYUGY,5SRHX-YSXGO-NLYR2,"['S1', 'F2', 'F2', 'F6']",2022-10-06T18:20:19
1103,NBKGAZ,H1Q2Y-YOAFO-7KBJO,VAYYS-XSPTN-NR9GP,['E3'],2022-10-06T20:55:58
1104,NBKGAZ,8WXME-WC6YK-Y0N1Q,WL88J-QEIC9-KQC3U,['E3'],2022-10-06T20:56:08
1105,NBKGAZ,0K1KD-BFBFG-ZN9TH,A1C46-5QTUM-8MSN7,['E3'],2022-10-06T21:26:47
1106,NBKGAZ,9RH1B-C5LZN-GM6OI,7DHM7-84EQR-92REF,['E3'],2022-10-06T21:26:57
1107,NBKGAZ,6X6VH-60HMX-H31GS,O01RE-EMRMG-CGIJX,['E3'],2022-10-07T15:18:02
1108,NBKGAZ,5ZLTG-J9HSW-SRY49,2FZOW-G5LNO-PA8TI,['E3'],2022-10-07T15:18:54
1109,NBKGAZ,6MRFZ-ULDI5-360VG,VAYYS-XSPTN-NR9GP,['E3'],2022-10-07T15:51:46
1110,NBKGAZ,NJKHX-61EI7-KYFI8,WL88J-QEIC9-KQC3U,['E3'],2022-10-07T15:52:04
1111,NBKGAZ,QSDM9-RW9G9-BU3F0,2FZOW-G5LNO-PA8TI,['F5'],2022-10-08T18:12:24
1112,NBKGAZ,BMJ24-947GG-90IFU,2FZOW-G5LNO-PA8TI,['E3'],2022-10-08T18:20:01
1113,NBKGAZ,4QEGK-P0BUV-A5O79,2FZOW-G5LNO-PA8TI,['F5'],2022-10-08T18:23:30
1114,NBKGAZ,WV0I6-N12D1-QCPV9,2FZOW-G5LNO-PA8TI,"['S1', 'F2', 'E1']",2022-10-08T18:38:19
1115,NBKGAZ,VPPH4-VHSBE-4G0TU,7DHM7-84EQR-92REF,['E3'],2022-10-08T21:27:58
1116,NBKGAZ,DCGQQ-LWLS3-FWV17,A1C46-5QTUM-8MSN7,['E3'],2022-10-08T21:39:39
1117,NBKGAZ,3HZKU-V782M-BC856,2FZOW-G5LNO-PA8TI,['F5'],2022-10-08T22:08:43
1118,NBKGAZ,QP241-PAQTP-UN28S,2FZOW-G5LNO-PA8TI,"['S1', 'F2', 'E1']",2022-10-08T22:13:19
1119,NBKGAZ,VP9J0-5UX2Q-AJKEE,2FZOW-G5LNO-PA8TI,['F5'],2022-10-08T23:12:50
1120,NBKGAZ,QP241-PAQTP-UN28S,2FZOW-G5LNO-PA8TI,"['S1', 'F2', 'E1']",2022-10-08T23:14:58
1121,NDLDYG,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T20:35:16
1122,NLXADM,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T20:37:43
1123,NTCJJH,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T20:38:17
1124,NSLXPO,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T20:38:39
1125,NXIBKV,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T20:42:36
1126,NWLHMT,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T21:04:58
1127,NDWOVW,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T21:37:42
1128,NXTHOW,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T21:38:17
1129,NFPWOK,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T22:14:08
1130,NIJHTC,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-10-09T22:27:09
